,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,resolution_description,resolution_action_updated_date,bridge_highway_name,bridge_highway_segment,closed_date,road_ramp,facility_type,bridge_highway_direction,taxi_company_borough,taxi_pick_up_location,vehicle_type,due_date
257203,53789716,2022-03-31T01:03:23.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10452.0,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,In Progress,04 BRONX,2025110068.0,BRONX,1003936.0,242233.0,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,35.0,27.0,,,,,,,,,,,,
259087,53790898,2022-03-30T18:41:38.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,10452.0,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,In Progress,04 BRONX,2025110068.0,BRONX,1003936.0,242233.0,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,35.0,27.0,,,,,,,,,,,,
259253,53788527,2022-03-30T18:14:06.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,10463.0,3725 HENRY HUDSON PARKWAY WEST,HENRY HUDSON PARKWAY WEST,HENRY HUDSON PARKWAY ET   20 SB,WEST  239 STREET,HENRY HUDSON PARKWAY ET   20 SB,WEST  239 STREET,ADDRESS,BRONX,HENRY HUDSON PARKWAY WEST,In Progress,08 BRONX,2059040100.0,BRONX,1009001.0,263048.0,ONLINE,Unspecified,BRONX,40.88864524596758,-73.91048338795407,"{'latitude': '40.88864524596758', 'longitude': '-73.91048338795407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11272.0,48.0,5.0,40.0,33.0,,,,,,,,,,,,
259640,53785038,2022-03-30T17:15:01.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,Other (Explain Below),10452.0,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,In Progress,04 BRONX,2025110068.0,BRONX,1003936.0,242233.0,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,35.0,27.0,,,,,,,,,,,,
259684,53787342,2022-03-30T17:06:58.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,10452.0,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,In Progress,04 BRONX,2025110068.0,BRONX,1003936.0,242233.0,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,35.0,27.0,,,,,,,,,,,,
261590,53786231,2022-03-30T12:46:46.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,10028.0,510 EAST   86 STREET,EAST   86 STREET,YORK AVENUE,HENDERSON PLACE,YORK AVENUE,HENDERSON PLACE,ADDRESS,NEW YORK,EAST   86 STREET,In Progress,08 MANHATTAN,1015820046.0,MANHATTAN,999052.0,221883.0,PHONE,Unspecified,MANHATTAN,40.77568149200586,-73.94655662454414,"{'latitude': '40.77568149200586', 'longitude': '-73.94655662454414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12425.0,23.0,4.0,1.0,11.0,,,,,,,,,,,,
265204,53785034,2022-03-30T03:57:54.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,10452.0,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,In Progress,04 BRONX,2025110068.0,BRONX,1003936.0,242233.0,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,35.0,27.0,,,,,,,,,,,,
265457,53774128,2022-03-30T01:06:25.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,10452.0,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,In Progress,04 BRONX,2025110068.0,BRONX,1003936.0,242233.0,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,35.0,27.0,,,,,,,,,,,,
265510,53781574,2022-03-30T00:44:15.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,10452.0,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,In Progress,04 BRONX,2025110068.0,BRONX,1003936.0,242233.0,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,35.0,27.0,,,,,,,,,,,,
266364,53781576,2022-03-29T21:31:23.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10032.0,652 WEST  163 STREET,WEST  163 STREET,FT WASHINGTON AVENUE,RIVERSIDE DRIVE,FT WASHINGTON AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  163 STREET,In Progress,12 MANHATTAN,1021360225.0,MANHATTAN,999636.0,244857.0,ONLINE,Unspecified,MANHATTAN,40.83873776311323,-73.9443954094611,"{'latitude': '40.83873776311323', 'longitude': '-73.9443954094611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47.0,4.0,23.0,21.0,,,,,,,,,,,,
266901,53776581,2022-03-29T19:55:32.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,10016.0,150 EAST   37 STREET,EAST   37 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   37 STREET,In Progress,06 MANHATTAN,1008927501.0,MANHATTAN,990402.0,211818.0,ONLINE,Unspecified,MANHATTAN,40.74806590811048,-73.97779709915051,"{'latitude': '40.74806590811048', 'longitude': '-73.97779709915051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12078.0,71.0,4.0,51.0,9.0,,,,,,,,,,,,
269023,53779111,2022-03-29T14:58:27.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10472.0,1349 STRATFORD AVENUE,STRATFORD AVENUE,EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,ADDRESS,BRONX,STRATFORD AVENUE,In Progress,09 BRONX,2038660049.0,BRONX,1018460.0,242754.0,PHONE,Unspecified,BRONX,40.83291278296929,-73.87637677068943,"{'latitude': '40.83291278296929', 'longitude': '-73.87637677068943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11610.0,58.0,5.0,31.0,26.0,,,,,,,,,,,,
275945,53765039,2022-03-28T19:29:55.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,10016.0,150 EAST   37 STREET,EAST   37 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   37 STREET,In Progress,06 MANHATTAN,1008927501.0,MANHATTAN,990402.0,211818.0,PHONE,Unspecified,MANHATTAN,40.74806590811048,-73.97779709915051,"{'latitude': '40.74806590811048', 'longitude': '-73.97779709915051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12078.0,71.0,4.0,51.0,9.0,,,,,,,,,,,,
281940,53765040,2022-03-28T09:37:45.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,11226.0,395 OCEAN AVENUE,OCEAN AVENUE,BRIGHTON LINE,CROOKE AVENUE,BRIGHTON LINE,CROOKE AVENUE,ADDRESS,BROOKLYN,OCEAN AVENUE,In Progress,14 BROOKLYN,3050620014.0,BROOKLYN,994908.0,177253.0,PHONE,Unspecified,BROOKLYN,40.65318880465604,-73.96158940341577,"{'latitude': '40.65318880465604', 'longitude': '-73.96158940341577', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13510.0,60.0,2.0,11.0,43.0,,,,,,,,,,,,
282011,53768994,2022-03-28T09:32:33.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,10031.0,619 WEST  136 STREET,WEST  136 STREET,RICARDO A PEREZ PLACE,RIVERSIDE DRIVE,RICARDO A PEREZ PLACE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  136 STREET,In Progress,09 MANHATTAN,1020020077.0,MANHATTAN,996624.0,238421.0,ONLINE,Unspecified,MANHATTAN,40.82107752318345,-73.9552925654817,"{'latitude': '40.82107752318345', 'longitude': '-73.9552925654817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37.0,4.0,23.0,19.0,,,,,,,,,,,,
293273,53754778,2022-03-26T16:57:30.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10035.0,115 EAST  119 STREET,EAST  119 STREET,METRO NORTH-CONNECTING RAIL LINE,LEXINGTON AVENUE,METRO NORTH-CONNECTING RAIL LINE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST  119 STREET,In Progress,11 MANHATTAN,1017680007.0,MANHATTAN,1000564.0,231084.0,PHONE,Unspecified,MANHATTAN,40.8009331037839,-73.94107512617609,"{'latitude': '40.8009331037839', 'longitude': '-73.94107512617609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13093.0,7.0,4.0,36.0,16.0,,,,,,,,,,,,
308148,53732270,2022-03-24T16:21:52.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10304.0,353 ST PAULS AVENUE,ST PAULS AVENUE,PEARSE O'CALLAGHAN BOULEVARD,OCCIDENT AVENUE,PEARSE O'CALLAGHAN BOULEVARD,OCCIDENT AVENUE,ADDRESS,STATEN ISLAND,ST PAULS AVENUE,In Progress,01 STATEN ISLAND,5005180108.0,STATEN ISLAND,961441.0,168680.0,PHONE,Unspecified,STATEN ISLAND,40.62963480776925,-74.08217284611024,"{'latitude': '40.62963480776925', 'longitude': '-74.08217284611024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10691.0,4.0,1.0,13.0,74.0,,,,,,,,,,,,
309241,53736217,2022-03-24T13:39:24.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,11101.0,11-15 45 AVENUE,45 AVENUE,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,45 AVENUE,In Progress,02 QUEENS,4000520017.0,QUEENS,998256.0,211697.0,PHONE,Unspecified,QUEENS,40.74772484172402,-73.94945184473974,"{'latitude': '40.74772484172402', 'longitude': '-73.94945184473974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16858.0,53.0,3.0,33.0,66.0,,,,,,,,,,,,
310693,53735407,2022-03-24T10:37:11.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,11238.0,407 WASHINGTON AVENUE,WASHINGTON AVENUE,GREENE AVENUE,GATES AVENUE,GREENE AVENUE,GATES AVENUE,ADDRESS,BROOKLYN,WASHINGTON AVENUE,In Progress,02 BROOKLYN,3019630028.0,BROOKLYN,993848.0,189259.0,PHONE,Unspecified,BROOKLYN,40.68614380214244,-73.96539246550651,"{'latitude': '40.68614380214244', 'longitude': '-73.96539246550651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13829.0,68.0,2.0,48.0,55.0,,,,,,,,,,,,
312840,53722096,2022-03-24T01:21:54.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,11230.0,1212 NEWKIRK AVENUE,NEWKIRK AVENUE,WESTMINSTER ROAD,ARGYLE ROAD,WESTMINSTER ROAD,ARGYLE ROAD,ADDRESS,BROOKLYN,NEWKIRK AVENUE,In Progress,14 BROOKLYN,3052330001.0,BROOKLYN,993758.0,170391.0,PHONE,Unspecified,BROOKLYN,40.63435540223512,-73.965743583964,"{'latitude': '40.63435540223512', 'longitude': '-73.965743583964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13513.0,60.0,2.0,11.0,43.0,,,,,,,,,,,,
313004,53726446,2022-03-24T00:17:20.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10024.0,40 WEST   86 STREET,WEST   86 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   86 STREET,In Progress,07 MANHATTAN,1011990055.0,MANHATTAN,992149.0,225706.0,PHONE,Unspecified,MANHATTAN,40.78618347785379,-73.97147576065002,"{'latitude': '40.78618347785379', 'longitude': '-73.97147576065002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12421.0,20.0,4.0,19.0,12.0,,,,,,,,,,,,
315943,53728720,2022-03-23T15:19:34.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,11212.0,250 EAST   96 STREET,EAST   96 STREET,WINTHROP STREET,CLARKSON AVENUE,WINTHROP STREET,CLARKSON AVENUE,ADDRESS,BROOKLYN,EAST   96 STREET,In Progress,17 BROOKLYN,3046310038.0,BROOKLYN,1006097.0,180068.0,ONLINE,Unspecified,BROOKLYN,40.6608948237227,-73.92125602091112,"{'latitude': '40.6608948237227', 'longitude': '-73.92125602091112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17614.0,61.0,2.0,17.0,40.0,,,,,,,,,,,,
316092,53726445,2022-03-23T14:58:42.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,11208.0,2656 PITKIN AVENUE,PITKIN AVENUE,CRYSTAL STREET,CHESTNUT STREET,CRYSTAL STREET,CHESTNUT STREET,ADDRESS,BROOKLYN,PITKIN AVENUE,In Progress,05 BROOKLYN,3042300014.0,BROOKLYN,1019191.0,185255.0,PHONE,Unspecified,BROOKLYN,40.67508997863541,-73.8740339832641,"{'latitude': '40.67508997863541', 'longitude': '-73.8740339832641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17215.0,45.0,2.0,25.0,47.0,,,,,,,,,,,,
316620,53727594,2022-03-23T13:53:15.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10024.0,393 WEST END AVENUE,WEST END AVENUE,WEST   78 STREET,WEST   79 STREET,WEST   78 STREET,WEST   79 STREET,ADDRESS,NEW YORK,WEST END AVENUE,In Progress,07 MANHATTAN,1011860083.0,MANHATTAN,989419.0,224958.0,ONLINE,Unspecified,MANHATTAN,40.784132435714646,-73.98133469428339,"{'latitude': '40.784132435714646', 'longitude': '-73.98133469428339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12421.0,20.0,4.0,19.0,12.0,,,,,,,,,,,,
318355,53722097,2022-03-23T10:43:40.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,10010.0,61 LEXINGTON AVENUE,LEXINGTON AVENUE,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,LEXINGTON AVENUE,In Progress,06 MANHATTAN,1008817501.0,MANHATTAN,988813.0,209163.0,ONLINE,Unspecified,MANHATTAN,40.7407795600591,-73.9835336871717,"{'latitude': '40.7407795600591', 'longitude': '-73.9835336871717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12073.0,71.0,4.0,50.0,7.0,,,,,,,,,,,,
324311,53712803,2022-03-22T15:42:18.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,11225.0,1092 PRESIDENT STREET,PRESIDENT STREET,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,PRESIDENT STREET,In Progress,09 BROOKLYN,3012810017.0,BROOKLYN,996792.0,182756.0,PHONE,Unspecified,BROOKLYN,40.66829085632872,-73.95478938033284,"{'latitude': '40.668290856328724', 'longitude': '-73.95478938033284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13509.0,17.0,2.0,48.0,44.0,,,,,,,,,,,,
324658,53719770,2022-03-22T15:00:06.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,11691.0,120 BEACH   19 STREET,BEACH   19 STREET,BOARDWALK,SEAGIRT BOULEVARD,BOARDWALK,SEAGIRT BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH   19 STREET,In Progress,14 QUEENS,4156380001.0,QUEENS,1052797.0,155677.0,ONLINE,Unspecified,QUEENS,40.593708547321405,-73.75318171830116,"{'latitude': '40.593708547321405', 'longitude': '-73.75318171830116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20529.0,51.0,3.0,47.0,59.0,,,,,,,,,,,,
331245,53703171,2022-03-21T19:01:40.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,Other (Explain Below),11423.0,87-50 204 STREET,204 STREET,86 ROAD,FOOTHILL AVENUE,86 ROAD,FOOTHILL AVENUE,ADDRESS,HOLLIS,204 STREET,In Progress,08 QUEENS,4105380070.0,QUEENS,1050302.0,202309.0,ONLINE,Unspecified,QUEENS,40.72172159585695,-73.76170869804525,"{'latitude': '40.72172159585695', 'longitude': '-73.76170869804525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24332.0,25.0,3.0,16.0,65.0,,,,,,,,,,,,
331322,53703168,2022-03-21T18:51:04.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,10128.0,180 EAST END AVENUE,EAST END AVENUE,EAST   88 STREET,EAST   89 STREET,EAST   88 STREET,EAST   89 STREET,ADDRESS,NEW YORK,EAST END AVENUE,In Progress,08 MANHATTAN,1015850023.0,MANHATTAN,999864.0,222195.0,ONLINE,Unspecified,MANHATTAN,40.77653645275779,-73.94362413295701,"{'latitude': '40.77653645275779', 'longitude': '-73.94362413295701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10099.0,23.0,4.0,1.0,11.0,,,,,,,,,,,,
333939,53708023,2022-03-21T13:18:00.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,11233.0,138 SARATOGA AVENUE,SARATOGA AVENUE,BAINBRIDGE STREET,CHAUNCEY STREET,BAINBRIDGE STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,SARATOGA AVENUE,In Progress,03 BROOKLYN,3015090044.0,BROOKLYN,1007264.0,187764.0,PHONE,Unspecified,BROOKLYN,40.68201565421416,-73.91702348479278,"{'latitude': '40.68201565421416', 'longitude': '-73.91702348479278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13516.0,69.0,2.0,17.0,52.0,,,,,,,,,,,,
335622,53704378,2022-03-21T10:29:59.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10005.0,20 EXCHANGE PLACE,EXCHANGE PLACE,HANOVER STREET,WILLIAM STREET,HANOVER STREET,WILLIAM STREET,ADDRESS,NEW YORK,EXCHANGE PLACE,In Progress,01 MANHATTAN,1000277502.0,MANHATTAN,981650.0,196358.0,ONLINE,Unspecified,MANHATTAN,40.70563373044699,-74.0093775676958,"{'latitude': '40.70563373044699', 'longitude': '-74.0093775676958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11726.0,56.0,4.0,32.0,1.0,,,,,,,,,,,,
336529,53704377,2022-03-21T08:54:58.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,1-2 Family Dwelling,11368.0,105-26 OTIS AVENUE,OTIS AVENUE,PENROD STREET,WALDRON STREET,PENROD STREET,WALDRON STREET,ADDRESS,CORONA,OTIS AVENUE,In Progress,04 QUEENS,4019590001.0,QUEENS,1024483.0,208651.0,PHONE,Unspecified,QUEENS,40.73928391115915,-73.85481599999015,"{'latitude': '40.73928391115915', 'longitude': '-73.85481599999015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14510.0,66.0,3.0,21.0,68.0,,,,,,,,,,,,
349047,53689428,2022-03-19T13:26:08.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,10040.0,142 LAUREL HILL TERRACE,LAUREL HILL TERRACE,BEND,AMSTERDAM AVENUE,BEND,AMSTERDAM AVENUE,ADDRESS,NEW YORK,LAUREL HILL TERRACE,In Progress,12 MANHATTAN,1021490112.0,MANHATTAN,1004391.0,249788.0,ONLINE,Unspecified,MANHATTAN,40.85226234034135,-73.92719616324084,"{'latitude': '40.85226234034135', 'longitude': '-73.92719616324084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13091.0,47.0,4.0,39.0,22.0,,,,,,,,,,,,
356887,53683791,2022-03-18T13:50:03.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,Other (Explain Below),10039.0,2569 7 AVENUE,7 AVENUE,WEST  148 STREET,WEST  149 STREET,WEST  148 STREET,WEST  149 STREET,ADDRESS,NEW YORK,7 AVENUE,In Progress,10 MANHATTAN,1020160050.0,MANHATTAN,1001565.0,239442.0,ONLINE,Unspecified,MANHATTAN,40.82387157504691,-73.93743803419468,"{'latitude': '40.82387157504691', 'longitude': '-73.93743803419468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13097.0,18.0,4.0,36.0,20.0,,,,,,,,,,,,
357911,53686261,2022-03-18T11:53:00.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10039.0,2569 ADAM CLAYTON POWELL JR BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,WEST  148 STREET,WEST  149 STREET,WEST  148 STREET,WEST  149 STREET,ADDRESS,NEW YORK,7 AVENUE,In Progress,10 MANHATTAN,1020160050.0,MANHATTAN,1001565.0,239442.0,PHONE,Unspecified,MANHATTAN,40.82387157504691,-73.93743803419468,"{'latitude': '40.82387157504691', 'longitude': '-73.93743803419468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13097.0,18.0,4.0,36.0,20.0,,,,,,,,,,,,
358630,53679033,2022-03-18T10:31:27.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10032.0,65 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  161 STREET,WEST  162 STREET,WEST  161 STREET,WEST  162 STREET,ADDRESS,NEW YORK,FT WASHINGTON AVENUE,In Progress,12 MANHATTAN,1021360145.0,MANHATTAN,999682.0,244324.0,PHONE,Unspecified,MANHATTAN,40.83727475282743,-73.94423039310577,"{'latitude': '40.83727475282743', 'longitude': '-73.94423039310577', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47.0,4.0,23.0,21.0,,,,,,,,,,,,
358638,53683787,2022-03-18T10:29:48.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,10033.0,509 WEST  176 STREET,WEST  176 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  176 STREET,In Progress,12 MANHATTAN,1021320094.0,MANHATTAN,1002519.0,247221.0,PHONE,Unspecified,MANHATTAN,40.84522075723227,-73.93396988859786,"{'latitude': '40.84522075723227', 'longitude': '-73.93396988859786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13091.0,47.0,4.0,39.0,21.0,,,,,,,,,,,,
364410,53671618,2022-03-17T14:18:47.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,10475.0,2400 HUNTER AVENUE,HUNTER AVENUE,EARHART LANE,BOLLER AVENUE,EARHART LANE,BOLLER AVENUE,ADDRESS,BRONX,HUNTER AVENUE,In Progress,10 BRONX,2051350051.0,BRONX,1032814.0,253320.0,PHONE,Unspecified,BRONX,40.86184601644901,-73.82442991921471,"{'latitude': '40.86184601644901', 'longitude': '-73.82442991921471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12344.0,43.0,5.0,2.0,28.0,,,,,,,,,,,,
