,Unnamed: 0,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,resolution_description,resolution_action_updated_date,bridge_highway_name,bridge_highway_segment,closed_date,road_ramp,facility_type,bridge_highway_direction,taxi_company_borough,taxi_pick_up_location,vehicle_type,due_date
1492,475331,53534097,2022-03-03T11:53:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,559 WEST  158 STREET,WEST  158 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021170001.0,MANHATTAN,999973,243192,ONLINE,Unspecified,MANHATTAN,40.83416722749202,-73.94318140386112,"{'latitude': '40.834167227492024', 'longitude': '-73.94318140386112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47,4,23,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-03-04T11:20:00.000,,,2022-03-04T11:20:00.000,,,,,,,
1494,475473,53544518,2022-03-03T11:37:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,539 WEST  163 STREET,WEST  163 STREET,ST NICHOLAS AVE,BROADWAY,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021220130.0,MANHATTAN,1000635,244313,ONLINE,Unspecified,MANHATTAN,40.83724284428656,-73.94078638034249,"{'latitude': '40.83724284428656', 'longitude': '-73.94078638034249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47,4,23,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-03-04T11:20:00.000,,,2022-03-04T11:20:00.000,,,,,,,
1527,481865,53513301,2022-03-02T14:43:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,715 WEST  170 STREET,WEST  170 STREET,FT WASHINGTON AVE,HAVEN AVE,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021390161.0,MANHATTAN,1000327,246614,ONLINE,Unspecified,MANHATTAN,40.843558983618685,-73.94189394275368,"{'latitude': '40.843558983618685', 'longitude': '-73.94189394275368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47,4,39,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-03-07T11:57:00.000,,,2022-03-07T11:57:00.000,,,,,,,
1561,491694,53495126,2022-03-01T11:28:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,383 GRAND STREET,GRAND STREET,NORFOLK ST,SUFFOLK ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003110013.0,MANHATTAN,987509,200281,PHONE,Unspecified,MANHATTAN,40.71640121504517,-73.98824368063315,"{'latitude': '40.716401215045174', 'longitude': '-73.98824368063315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-03-02T11:29:00.000,,,2022-03-02T11:29:00.000,,,,,,,
1565,492383,53496495,2022-03-01T10:07:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10026,226 WEST  113 STREET,WEST  113 STREET,ADAM CLAYTON POWELL JR BLVD,FREDERICK DOUGLASS BLVD,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1018280040.0,MANHATTAN,996718,231366,ONLINE,Unspecified,MANHATTAN,40.8017133804509,-73.95496604660592,"{'latitude': '40.8017133804509', 'longitude': '-73.95496604660592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12423.0,18,4,36,18,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-03-02T11:29:00.000,,,2022-03-02T11:29:00.000,,,,,,,
1579,492873,53497839,2022-03-01T09:23:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10031,3333B BROADWAY,BROADWAY,W 134 ST,W 135 ST,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020019005.0,MANHATTAN,996626,237964,ONLINE,Unspecified,MANHATTAN,40.81982318448098,-73.95528618227962,"{'latitude': '40.81982318448098', 'longitude': '-73.95528618227962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37,4,23,19,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-03-02T11:28:00.000,,,2022-03-02T11:28:00.000,,,,,,,
1584,495385,53489018,2022-02-28T21:40:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,940 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,W 157 ST,W 158 ST,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021080003.0,MANHATTAN,1000621,242579,ONLINE,Unspecified,MANHATTAN,40.83248354202256,-73.9408412068872,"{'latitude': '40.83248354202256', 'longitude': '-73.9408412068872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47,4,23,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-03-01T12:03:00.000,,,2022-03-01T12:03:00.000,,,,,,,
1621,506046,53484157,2022-02-27T14:12:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10038,33 GOLD STREET,GOLD STREET,JOHN ST,EDENS ALLY,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1000770024.0,MANHATTAN,982602,197488,ONLINE,Unspecified,MANHATTAN,40.70873554202685,-74.00594421179626,"{'latitude': '40.708735542026844', 'longitude': '-74.00594421179626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13096.0,56,4,32,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-28T11:26:00.000,,,2022-02-28T11:26:00.000,,,,,,,
1622,506146,53480849,2022-02-27T13:48:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,55 HUDSON STREET,HUDSON STREET,THOMAS ST,JAY ST,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1001430004.0,MANHATTAN,981754,200735,ONLINE,Unspecified,MANHATTAN,40.71764758434044,-74.00900408770751,"{'latitude': '40.71764758434044', 'longitude': '-74.00900408770751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,56,4,32,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-28T11:26:00.000,,,2022-02-28T11:26:00.000,,,,,,,
1626,510374,53477552,2022-02-26T21:20:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,617W WEST  168 STREET,WEST  168 STREET,ALBERT BLUMBURG WAY,FT WASHINGTON AVE,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021380095.0,MANHATTAN,1000709,245830,ONLINE,Unspecified,MANHATTAN,40.84140642953444,-73.94051522956521,"{'latitude': '40.84140642953444', 'longitude': '-73.94051522956521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47,4,39,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-28T11:26:00.000,,,2022-02-28T11:26:00.000,,,,,,,
1672,526133,53454928,2022-02-24T15:34:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,610 WEST  163 STREET,WEST  163 STREET,BROADWAY,FT WASHINGTON AVE,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021370086.0,MANHATTAN,1000061,244623,ONLINE,Unspecified,MANHATTAN,40.83809475051041,-73.94286002294497,"{'latitude': '40.83809475051041', 'longitude': '-73.94286002294497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47,4,23,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-25T12:14:00.000,,,2022-02-25T12:14:00.000,,,,,,,
1680,526390,53458339,2022-02-24T14:56:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,559 WEST  156 STREET,WEST  156 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021150001.0,MANHATTAN,999193,243032,ONLINE,Unspecified,MANHATTAN,40.83372942790791,-73.9460004649577,"{'latitude': '40.83372942790791', 'longitude': '-73.9460004649577', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47,4,23,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-25T15:17:00.000,,,2022-02-25T15:17:00.000,,,,,,,
1690,527225,53459562,2022-02-24T13:02:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10038,15 PARK ROW,PARK ROW,BEND,BEND,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1000907501.0,MANHATTAN,982250,198539,ONLINE,Unspecified,MANHATTAN,40.71162021505227,-74.00721416146376,"{'latitude': '40.71162021505227', 'longitude': '-74.00721416146376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11728.0,56,4,32,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-25T12:13:00.000,,,2022-02-25T12:13:00.000,,,,,,,
1705,528461,53454900,2022-02-24T10:54:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10031,562 WEST  148 STREET,WEST  148 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020790061.0,MANHATTAN,998670,240891,ONLINE,Unspecified,MANHATTAN,40.827853867541975,-73.94789503227814,"{'latitude': '40.827853867541975', 'longitude': '-73.94789503227814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37,4,23,19,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-25T12:12:00.000,,,2022-02-25T12:12:00.000,,,,,,,
1714,531776,53450824,2022-02-23T21:59:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,75 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,W 161 ST,W 162 ST,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021360140.0,MANHATTAN,999706,244405,ONLINE,Unspecified,MANHATTAN,40.83749703232736,-73.94414347302468,"{'latitude': '40.83749703232736', 'longitude': '-73.94414347302468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47,4,23,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-24T11:37:00.000,,,2022-02-24T11:37:00.000,,,,,,,
1739,535043,53445268,2022-02-23T13:10:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10031,3609 BROADWAY,BROADWAY,W 148 ST,W 149 ST,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020950033.0,MANHATTAN,998406,241178,ONLINE,Unspecified,MANHATTAN,40.8286420274815,-73.94884835932334,"{'latitude': '40.8286420274815', 'longitude': '-73.94884835932334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37,4,23,19,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-24T11:35:00.000,,,2022-02-24T11:35:00.000,,,,,,,
1746,536404,53450826,2022-02-23T10:33:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10039,159-38 HARLEM RIVER DRIVE SERVICE RD W,HARLEM RIVER DRIVE SERVICE RD W,BEND,HARLEM RIVER DRIVE EXIT 23   SB,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1021060320.0,MANHATTAN,1002096,243338,ONLINE,Unspecified,MANHATTAN,40.83456392048112,-73.93550908013543,"{'latitude': '40.83456392048112', 'longitude': '-73.93550908013543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13097.0,18,4,36,20,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-24T11:35:00.000,,,2022-02-24T11:35:00.000,,,,,,,
1747,536819,53451962,2022-02-23T09:46:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,565 WEST  171 STREET,WEST  171 STREET,AUDUBON AVE,ST NICHOLAS AVE,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021280026.0,MANHATTAN,1001512,246255,PHONE,Unspecified,MANHATTAN,40.842571396922175,-73.93761199969775,"{'latitude': '40.842571396922175', 'longitude': '-73.93761199969775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47,4,39,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-03-01T12:01:00.000,,,2022-03-01T12:01:00.000,,,,,,,
1775,542079,53443037,2022-02-22T13:34:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,67 AVENUE D,AVENUE D,E 5 ST,E 6 ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003750039.0,MANHATTAN,990607,202423,ONLINE,Unspecified,MANHATTAN,40.72227880576484,-73.97706612031935,"{'latitude': '40.72227880576484', 'longitude': '-73.97706612031935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-23T12:23:00.000,,,2022-02-23T12:23:00.000,,,,,,,
1784,542744,53436414,2022-02-22T12:14:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10027,2 WEST  129 STREET,WEST  129 STREET,5 AVE,LENOX AVE,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1017260039.0,MANHATTAN,1000613,234080,ONLINE,Unspecified,MANHATTAN,40.8091562066147,-73.94089084007432,"{'latitude': '40.8091562066147', 'longitude': '-73.94089084007432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424.0,18,4,36,20,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-23T12:23:00.000,,,2022-02-23T12:23:00.000,,,,,,,
1790,544066,53439639,2022-02-22T09:55:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10031,506 WEST  149 STREET,WEST  149 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020800137.0,MANHATTAN,999111,240945,PHONE,Unspecified,MANHATTAN,40.828001351098536,-73.94630141161794,"{'latitude': '40.828001351098536', 'longitude': '-73.94630141161794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37,4,23,19,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-23T12:23:00.000,,,2022-02-23T12:23:00.000,,,,,,,
1807,548840,53431187,2022-02-21T14:18:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10035,27 EAST  124 STREET,EAST  124 STREET,5 AVE,MADISON AVE,,,ADDRESS,NEW YORK,,Closed,11 MANHATTAN,1017490016.0,MANHATTAN,1000667,232520,ONLINE,Unspecified,MANHATTAN,40.80487433818177,-73.94069958722513,"{'latitude': '40.80487433818177', 'longitude': '-73.94069958722513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13093.0,7,4,36,16,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-23T08:56:00.000,,,2022-02-23T08:56:00.000,,,,,,,
1808,549378,53431188,2022-02-21T12:44:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,286 SOUTH STREET,SOUTH STREET,CLINTON ST,F D R DR,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1002450001.0,MANHATTAN,988038,198134,ONLINE,Unspecified,MANHATTAN,40.71050800146238,-73.98633660613332,"{'latitude': '40.71050800146238', 'longitude': '-73.98633660613332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-23T08:56:00.000,,,2022-02-23T08:56:00.000,,,,,,,
1813,550624,53433076,2022-02-21T09:57:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,274 EAST    7 STREET,EAST    7 STREET,AVENUE C,AVENUE D,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003760030.0,MANHATTAN,990506,202857,ONLINE,Unspecified,MANHATTAN,40.72347010272411,-73.97743009030847,"{'latitude': '40.72347010272411', 'longitude': '-73.97743009030847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-22T15:32:00.000,,,2022-02-22T15:32:00.000,,,,,,,
1821,551455,53433980,2022-02-21T07:23:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10035,322 EAST  117 STREET,EAST  117 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,Closed,11 MANHATTAN,1016880042.0,MANHATTAN,1001949,229711,ONLINE,Unspecified,MANHATTAN,40.7971619284196,-73.93607623668727,"{'latitude': '40.7971619284196', 'longitude': '-73.93607623668727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13093.0,7,4,35,16,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-22T15:32:00.000,,,2022-02-22T15:32:00.000,,,,,,,
1840,561377,53417977,2022-02-19T15:18:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,10 MONROE STREET,MONROE STREET,CATHERINE ST,MARKET ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1002530001.0,MANHATTAN,985766,198522,ONLINE,Unspecified,MANHATTAN,40.711573650264,-73.99453166943319,"{'latitude': '40.711573650264', 'longitude': '-73.99453166943319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,2,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-22T15:27:00.000,,,2022-02-22T15:27:00.000,,,,,,,
1872,573483,53410143,2022-02-18T00:25:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,4 STUYVESANT OVAL,STUYVESANT OVAL,BEND,14 STREET LOOP,,,ADDRESS,NEW YORK,,Closed,06 MANHATTAN,1009720001.0,MANHATTAN,990334,205535,ONLINE,Unspecified,MANHATTAN,40.73082068026174,-73.97804819732991,"{'latitude': '40.73082068026174', 'longitude': '-73.97804819732991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,71,4,51,7,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-18T12:01:00.000,,,2022-02-18T12:01:00.000,,,,,,,
1890,575666,53400536,2022-02-17T17:32:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,20 MONROE STREET,MONROE STREET,CATHERINE ST,MARKET ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1002530001.0,MANHATTAN,985736,198513,ONLINE,Unspecified,MANHATTAN,40.7115489524937,-73.99463988376569,"{'latitude': '40.7115489524937', 'longitude': '-73.99463988376569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,2,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-18T12:00:00.000,,,2022-02-18T12:00:00.000,,,,,,,
1896,576119,53397013,2022-02-17T16:30:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,343 EAST    8 STREET,EAST    8 STREET,AVENUE B,AVENUE C,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003910038.0,MANHATTAN,990376,203230,ONLINE,Unspecified,MANHATTAN,40.72449398827374,-73.97789875464395,"{'latitude': '40.72449398827374', 'longitude': '-73.97789875464395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-18T12:00:00.000,,,2022-02-18T12:00:00.000,,,,,,,
1962,586894,53390010,2022-02-16T10:42:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10007,90 CHAMBERS STREET,CHAMBERS STREET,BROADWAY,CHURCH ST,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1001350021.0,MANHATTAN,982246,199619,ONLINE,Unspecified,MANHATTAN,40.71458455671138,-74.00722891127269,"{'latitude': '40.71458455671138', 'longitude': '-74.00722891127269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11728.0,56,4,32,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-16T14:17:00.000,,,2022-02-16T14:17:00.000,,,,,,,
1972,588254,53390003,2022-02-16T08:09:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,79 RIVINGTON STREET,RIVINGTON STREET,ALLEN ST,ORCHARD ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1004150067.0,MANHATTAN,987232,201714,ONLINE,Unspecified,MANHATTAN,40.72033455339579,-73.98924227882041,"{'latitude': '40.72033455339579', 'longitude': '-73.98924227882041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-16T14:17:00.000,,,2022-02-16T14:17:00.000,,,,,,,
1976,588827,53384913,2022-02-16T05:52:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,460 GRAND STREET,GRAND STREET,ATTORNEY ST,PITT ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003410001.0,MANHATTAN,988770,199788,ONLINE,Unspecified,MANHATTAN,40.71504749366617,-73.9836951566632,"{'latitude': '40.71504749366617', 'longitude': '-73.9836951566632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-16T11:52:00.000,,,2022-02-16T11:52:00.000,,,,,,,
1979,589135,53389995,2022-02-16T01:57:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10027,414 WEST  120 STREET,WEST  120 STREET,MORNINGSIDE DR,AMSTERDAM AVE,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1019620061.0,MANHATTAN,995645,234083,ONLINE,Unspecified,MANHATTAN,40.80917224518661,-73.95883707062677,"{'latitude': '40.80917224518661', 'longitude': '-73.95883707062677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424.0,37,4,23,17,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-16T11:51:00.000,,,2022-02-16T11:51:00.000,,,,,,,
1993,589914,53381158,2022-02-15T22:27:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,540 EAST   20 STREET,EAST   20 STREET,20 STREET LOOP,20 STREET LOOP,,,ADDRESS,NEW YORK,,Closed,06 MANHATTAN,1009720001.0,MANHATTAN,991146,206281,ONLINE,Unspecified,MANHATTAN,40.732867671387375,-73.97511763938287,"{'latitude': '40.732867671387375', 'longitude': '-73.97511763938287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,71,4,51,7,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-16T11:53:00.000,,,2022-02-16T11:53:00.000,,,,,,,
2008,590832,53381160,2022-02-15T19:30:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,59 CLINTON STREET,CLINTON STREET,STANTON ST,RIVINGTON ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,,MANHATTAN,988450,201425,ONLINE,Unspecified,MANHATTAN,40.719540823603374,-73.98484846043739,"{'latitude': '40.719540823603374', 'longitude': '-73.98484846043739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-17T11:43:00.000,,,2022-02-17T11:43:00.000,,,,,,,
2020,591879,53375856,2022-02-15T16:59:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,5 STUYVESANT OVAL,STUYVESANT OVAL,BEND,1 AVENUE LOOP,,,ADDRESS,NEW YORK,,Closed,06 MANHATTAN,1009720001.0,MANHATTAN,990107,205995,ONLINE,Unspecified,MANHATTAN,40.73208342067719,-73.97886684014219,"{'latitude': '40.732083420677185', 'longitude': '-73.97886684014219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,71,4,51,7,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-16T11:01:00.000,,,2022-02-16T11:01:00.000,,,,,,,
2036,592719,53374241,2022-02-15T15:10:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10030,88 EDGECOMBE AVENUE,EDGECOMBE AVENUE,W 138 ST,W 139 ST,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1020410072.0,MANHATTAN,999132,237807,ONLINE,Unspecified,MANHATTAN,40.81938839733435,-73.94623249025568,"{'latitude': '40.81938839733435', 'longitude': '-73.94623249025568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12427.0,18,4,36,20,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-16T11:03:00.000,,,2022-02-16T11:03:00.000,,,,,,,
